policy_id,customer_id,age,province,product_type,payment_mode,smoker,premium_monthly,coverage_amount,years_active,missed_payments_12m,lapsed
POL-04111,CUST-54963,47,British Columbia,Whole Life,Monthly,0,141.16,50000,2,0,0
POL-04112,CUST-38519,57,Quebec,Term Life,Monthly,0,157.43,50000,2,0,1
POL-04113,CUST-76960,32,Quebec,Universal Life,Monthly,0,120.71,50000,10,2,0
POL-04114,CUST-10551,62,Ontario,Critical Illness,Monthly,0,154.0,50000,2,0,0
POL-04115,CUST-14479,62,Quebec,Term Life,Annual,0,139.13,50000,4,0,0
POL-04116,CUST-92365,42,British Columbia,Term Life,Monthly,0,131.66,50000,15,0,1
POL-04117,CUST-48902,47,Ontario,Term Life,Annual,0,140.73,50000,14,0,0
POL-04118,CUST-87441,52,Saskatchewan,Term Life,Monthly,0,146.14,50000,4,0,0
POL-04119,CUST-19596,52,British Columbia,Term Life,Annual,0,129.67,50000,9,0,1
POL-04120,CUST-41794,47,Manitoba,Universal Life,Monthly,0,116.75,50000,9,0,0
POL-04121,CUST-72644,47,Saskatchewan,Term Life,Monthly,0,136.03,50000,4,1,0
POL-04122,CUST-31640,52,Quebec,Whole Life,Monthly,0,127.97,50000,4,1,0
POL-04123,CUST-29914,52,Saskatchewan,Universal Life,Monthly,1,169.9,50000,7,0,0
POL-04124,CUST-19622,62,Manitoba,Universal Life,Monthly,1,226.48,50000,10,1,0
POL-04125,CUST-41315,37,Saskatchewan,Term Life,Monthly,0,137.15,50000,13,0,1
POL-04126,CUST-73466,52,Alberta,Term Life,Monthly,0,148.11,50000,13,0,0
POL-04127,CUST-36392,47,Ontario,Critical Illness,Monthly,1,156.65,50000,1,0,0
POL-04128,CUST-20839,62,Manitoba,Term Life,Monthly,0,147.93,50000,10,0,0
POL-04129,CUST-66272,57,Quebec,Universal Life,Monthly,0,156.19,50000,10,0,0
POL-04130,CUST-70258,42,Saskatchewan,Universal Life,Monthly,0,138.56,50000,1,1,0
POL-04131,CUST-46759,32,Quebec,Whole Life,Monthly,0,96.46,50000,13,0,0
POL-04132,CUST-33251,42,Ontario,Term Life,Monthly,0,115.12,50000,9,0,1
POL-04133,CUST-75853,57,Manitoba,Term Life,Monthly,0,148.65,50000,11,0,0
POL-04134,CUST-75635,32,Ontario,Whole Life,Monthly,0,85.93,50000,10,1,0
POL-04135,CUST-63989,42,Ontario,Whole Life,Monthly,0,104.3,50000,6,1,0
POL-04136,CUST-45391,57,Alberta,Universal Life,Annual,0,133.49,50000,4,0,0
POL-04137,CUST-55422,32,Ontario,Universal Life,Annual,0,109.15,50000,6,0,0
POL-04138,CUST-22315,32,Saskatchewan,Critical Illness,Monthly,1,140.86,50000,12,0,0
POL-04139,CUST-10258,57,Quebec,Critical Illness,Monthly,0,161.24,50000,10,0,0
POL-04140,CUST-34963,32,Quebec,Universal Life,Monthly,0,81.75,50000,10,1,0
POL-04141,CUST-56737,42,Manitoba,Term Life,Monthly,0,102.4,50000,2,0,0
POL-04142,CUST-72104,27,Ontario,Whole Life,Monthly,0,99.07,50000,1,0,0
POL-04143,CUST-31373,42,Alberta,Whole Life,Monthly,0,110.14,50000,11,0,0
POL-04144,CUST-71657,27,Manitoba,Whole Life,Monthly,0,84.01,50000,15,0,0
POL-04145,CUST-37677,32,Manitoba,Term Life,Monthly,0,114.75,50000,6,2,0
POL-04146,CUST-63752,32,British Columbia,Whole Life,Monthly,1,130.96,50000,7,0,1
POL-04147,CUST-19893,67,Alberta,Term Life,Monthly,0,160.37,50000,15,0,0
POL-04148,CUST-39091,42,Quebec,Term Life,Annual,0,117.6,50000,4,0,0
POL-04149,CUST-27333,52,Manitoba,Universal Life,Annual,1,171.33,50000,8,0,0
POL-04150,CUST-67172,67,Manitoba,Whole Life,Monthly,0,173.82,50000,2,0,0
POL-04151,CUST-73836,57,British Columbia,Whole Life,Annual,0,133.08,50000,4,0,0
POL-04152,CUST-13798,27,Ontario,Whole Life,Annual,0,91.34,50000,6,2,0
POL-04153,CUST-45790,32,Manitoba,Whole Life,Monthly,1,151.55,50000,11,2,1
POL-04154,CUST-64383,52,Manitoba,Term Life,Monthly,0,164.19,50000,5,2,0
POL-04155,CUST-76538,27,Ontario,Whole Life,Annual,0,77.32,50000,7,1,0
POL-04156,CUST-80314,47,Alberta,Term Life,Monthly,0,133.57,50000,5,0,0
POL-04157,CUST-79362,27,Saskatchewan,Universal Life,Monthly,0,91.32,50000,3,1,0
POL-04158,CUST-22438,42,Alberta,Term Life,Monthly,0,119.41,50000,12,0,0
POL-04159,CUST-67029,47,Manitoba,Critical Illness,Monthly,1,155.13,50000,11,0,0
POL-04160,CUST-83482,42,British Columbia,Universal Life,Monthly,0,129.67,50000,10,1,0
POL-04161,CUST-60110,27,Ontario,Whole Life,Annual,1,137.05,50000,9,0,0
POL-04162,CUST-91449,27,British Columbia,Term Life,Monthly,0,123.87,50000,2,0,1
POL-04163,CUST-83761,57,Saskatchewan,Term Life,Monthly,0,131.75,50000,8,0,0
POL-04164,CUST-96311,42,Manitoba,Universal Life,Monthly,0,99.63,50000,11,0,0
POL-04165,CUST-95377,27,Ontario,Universal Life,Monthly,0,118.26,50000,8,0,0
POL-04166,CUST-12703,42,British Columbia,Universal Life,Annual,0,119.98,50000,11,1,0
POL-04167,CUST-45766,67,Alberta,Critical Illness,Monthly,0,160.12,50000,5,0,0
POL-04168,CUST-90605,67,Manitoba,Whole Life,Monthly,0,167.86,50000,8,1,0
POL-04169,CUST-17294,27,Ontario,Universal Life,Monthly,0,76.86,50000,6,0,0
POL-04170,CUST-15710,32,Manitoba,Whole Life,Annual,0,107.11,50000,15,0,0
POL-04171,CUST-35320,37,Saskatchewan,Whole Life,Annual,0,110.64,50000,3,0,0
POL-04172,CUST-44147,67,Quebec,Whole Life,Monthly,0,178.49,50000,5,1,0
POL-04173,CUST-65868,47,Saskatchewan,Universal Life,Monthly,0,139.88,50000,11,1,0
POL-04174,CUST-59353,47,British Columbia,Term Life,Monthly,0,140.88,50000,1,0,0
POL-04175,CUST-76084,47,Quebec,Term Life,Annual,1,166.89,50000,8,0,0
POL-04176,CUST-29954,52,Ontario,Term Life,Annual,0,157.85,50000,1,2,1
POL-04177,CUST-53351,57,Ontario,Critical Illness,Monthly,0,154.52,50000,8,0,0
POL-04178,CUST-41011,57,Saskatchewan,Whole Life,Annual,0,141.2,50000,5,0,0
POL-04179,CUST-91113,37,Ontario,Term Life,Monthly,0,101.89,50000,3,0,0
POL-04180,CUST-91725,62,Saskatchewan,Whole Life,Monthly,0,148.24,50000,8,1,0
POL-04181,CUST-84107,52,Quebec,Whole Life,Monthly,1,180.67,50000,5,0,0
POL-04182,CUST-25756,62,Alberta,Critical Illness,Monthly,0,140.62,50000,2,0,0
POL-04183,CUST-18365,42,Quebec,Critical Illness,Monthly,1,157.46,50000,8,0,0
POL-04184,CUST-58490,57,Manitoba,Universal Life,Monthly,0,137.61,50000,9,1,0
POL-04185,CUST-73696,42,Saskatchewan,Universal Life,Annual,1,140.56,50000,10,1,0
POL-04186,CUST-84427,42,Quebec,Term Life,Annual,0,107.5,50000,14,1,1
POL-04187,CUST-81695,27,Alberta,Term Life,Monthly,0,93.31,50000,11,0,0
POL-04188,CUST-31699,57,Alberta,Whole Life,Monthly,1,191.77,50000,12,0,0
POL-04189,CUST-40920,47,Alberta,Universal Life,Annual,0,121.49,50000,10,0,0
POL-04190,CUST-94155,37,Manitoba,Term Life,Monthly,0,86.69,50000,11,2,0
POL-04191,CUST-73729,52,Alberta,Universal Life,Annual,0,176.45,50000,12,0,0
POL-04192,CUST-98208,42,Quebec,Term Life,Monthly,0,134.01,50000,10,0,0
POL-04193,CUST-29668,52,Ontario,Term Life,Monthly,1,184.79,50000,8,0,0
POL-04194,CUST-33947,47,Saskatchewan,Term Life,Annual,0,149.13,50000,11,0,0
POL-04195,CUST-69009,62,British Columbia,Universal Life,Monthly,0,157.71,50000,15,0,0
POL-04196,CUST-52569,27,Ontario,Universal Life,Monthly,0,91.98,50000,8,0,0
POL-04197,CUST-98021,32,Alberta,Whole Life,Monthly,0,118.87,50000,4,1,0
POL-04198,CUST-11010,47,Saskatchewan,Universal Life,Annual,0,145.79,50000,7,1,0
POL-04199,CUST-66048,57,British Columbia,Universal Life,Annual,0,154.98,50000,1,0,0
POL-04200,CUST-96467,57,Alberta,Term Life,Monthly,0,158.19,50000,5,0,0
POL-04201,CUST-57906,42,British Columbia,Universal Life,Monthly,0,105.73,50000,14,0,0
POL-04202,CUST-22356,57,Quebec,Term Life,Monthly,0,144.51,50000,2,0,1
POL-04203,CUST-15501,67,Alberta,Whole Life,Monthly,0,186.05,50000,14,0,0
POL-04204,CUST-48502,62,Ontario,Term Life,Monthly,0,166.25,50000,9,0,0
POL-04205,CUST-78573,47,Quebec,Whole Life,Monthly,0,112.06,50000,5,0,1
POL-04206,CUST-70539,57,Quebec,Whole Life,Monthly,0,141.23,50000,8,0,0
POL-04207,CUST-19339,52,British Columbia,Term Life,Monthly,1,192.09,50000,14,1,0
POL-04208,CUST-68548,37,Alberta,Whole Life,Monthly,0,117.06,50000,2,1,0
POL-04209,CUST-91892,42,Manitoba,Universal Life,Monthly,0,122.78,50000,9,0,0
POL-04210,CUST-68729,27,British Columbia,Whole Life,Monthly,0,96.14,50000,5,0,0
POL-04211,CUST-33282,57,Quebec,Term Life,Monthly,0,146.6,50000,9,1,1
POL-04212,CUST-11540,37,Manitoba,Term Life,Monthly,0,105.31,50000,12,0,0
POL-04213,CUST-60727,37,Manitoba,Term Life,Monthly,0,101.6,50000,14,0,0
POL-04214,CUST-76075,42,Alberta,Universal Life,Monthly,0,132.72,50000,4,0,0
POL-04215,CUST-88537,47,Ontario,Critical Illness,Monthly,0,132.45,50000,10,0,0
POL-04216,CUST-77139,57,British Columbia,Term Life,Monthly,0,156.08,50000,7,0,0
POL-04217,CUST-51927,47,Quebec,Universal Life,Monthly,0,136.16,50000,8,0,0
POL-04218,CUST-59082,42,Alberta,Whole Life,Monthly,0,137.5,50000,3,0,1
POL-04219,CUST-27632,32,Saskatchewan,Critical Illness,Monthly,0,108.06,50000,13,0,0
POL-04220,CUST-75822,47,Quebec,Term Life,Monthly,1,174.48,50000,3,0,0
POL-04221,CUST-69368,27,British Columbia,Whole Life,Monthly,0,95.61,50000,1,0,0
POL-04222,CUST-10053,52,Alberta,Whole Life,Monthly,0,127.23,50000,12,0,0
POL-04223,CUST-37540,27,Manitoba,Term Life,Monthly,1,125.89,50000,7,0,1
POL-04224,CUST-24959,52,Alberta,Term Life,Annual,0,145.68,50000,2,0,0
POL-04225,CUST-97626,67,British Columbia,Term Life,Monthly,0,173.73,50000,11,0,0
POL-04226,CUST-16681,52,Saskatchewan,Whole Life,Annual,1,191.01,50000,5,0,0
POL-04227,CUST-56694,57,Ontario,Universal Life,Monthly,1,177.08,50000,15,0,0
POL-04228,CUST-38158,67,British Columbia,Universal Life,Annual,0,168.31,50000,15,0,0
POL-04229,CUST-93349,52,Ontario,Term Life,Annual,0,137.05,50000,9,1,0
POL-04230,CUST-28324,62,British Columbia,Critical Illness,Monthly,0,176.09,50000,8,0,0
POL-04231,CUST-95219,57,Saskatchewan,Term Life,Monthly,1,187.12,50000,7,0,0
POL-04232,CUST-26746,62,Alberta,Critical Illness,Monthly,1,196.35,50000,10,0,0
POL-04233,CUST-13661,52,Quebec,Term Life,Monthly,0,138.17,50000,14,2,1
POL-04234,CUST-47761,27,Quebec,Universal Life,Monthly,1,125.9,50000,10,0,0
POL-04235,CUST-54763,42,Alberta,Critical Illness,Annual,0,103.22,50000,2,0,0
POL-04236,CUST-66125,67,British Columbia,Universal Life,Monthly,0,150.47,50000,3,0,1
POL-04237,CUST-57190,52,Manitoba,Universal Life,Annual,0,140.75,50000,10,0,0
POL-04238,CUST-58906,67,Saskatchewan,Term Life,Annual,0,166.25,50000,6,0,0
POL-04239,CUST-37679,52,Ontario,Universal Life,Annual,1,175.81,50000,8,0,0
POL-04240,CUST-85321,57,Ontario,Whole Life,Annual,0,158.9,50000,7,0,0
POL-04241,CUST-59210,67,Quebec,Whole Life,Monthly,0,166.72,50000,9,0,1
POL-04242,CUST-45441,47,Quebec,Critical Illness,Annual,0,125.42,50000,4,0,0
POL-04243,CUST-17010,42,Manitoba,Term Life,Monthly,0,118.08,50000,2,1,0
POL-04244,CUST-46697,47,Ontario,Whole Life,Monthly,0,132.53,50000,4,1,0
POL-04245,CUST-49676,47,Quebec,Critical Illness,Monthly,1,160.04,50000,11,0,0
POL-04246,CUST-10964,37,British Columbia,Term Life,Monthly,0,124.37,50000,10,0,1
POL-04247,CUST-82651,67,Saskatchewan,Term Life,Annual,0,165.46,50000,13,0,1
POL-04248,CUST-78418,47,Alberta,Term Life,Monthly,0,132.62,50000,2,2,0
POL-04249,CUST-31206,27,British Columbia,Universal Life,Monthly,0,83.8,50000,3,0,0
POL-04250,CUST-64201,57,Quebec,Critical Illness,Monthly,1,195.38,50000,2,0,1
POL-04251,CUST-22290,57,Manitoba,Term Life,Monthly,0,164.87,50000,9,1,1
POL-04252,CUST-21322,47,Alberta,Whole Life,Monthly,1,148.24,50000,9,1,1
POL-04253,CUST-70417,52,British Columbia,Whole Life,Monthly,0,143.41,50000,3,0,0
POL-04254,CUST-27248,27,Ontario,Universal Life,Monthly,0,92.31,50000,7,0,0
POL-04255,CUST-92967,62,Saskatchewan,Universal Life,Monthly,1,195.01,50000,1,1,0
POL-04256,CUST-25403,62,Alberta,Critical Illness,Monthly,1,197.03,50000,10,0,0
POL-04257,CUST-68511,57,Alberta,Term Life,Monthly,0,120.78,50000,9,0,0
POL-04258,CUST-46677,47,Manitoba,Term Life,Monthly,0,138.71,50000,1,0,0
POL-04259,CUST-16781,57,Saskatchewan,Whole Life,Annual,0,160.95,50000,2,0,0
POL-04260,CUST-13420,32,British Columbia,Whole Life,Annual,0,117.3,50000,11,1,1
POL-04261,CUST-22531,32,Saskatchewan,Whole Life,Annual,1,126.26,50000,14,1,0
POL-04262,CUST-80078,52,Saskatchewan,Term Life,Monthly,0,138.23,50000,13,2,0
POL-04263,CUST-99199,52,British Columbia,Term Life,Monthly,0,132.13,50000,9,1,0
POL-04264,CUST-38632,62,Quebec,Critical Illness,Annual,0,133.62,50000,8,0,0
POL-04265,CUST-34193,62,Quebec,Term Life,Annual,0,149.15,50000,13,0,0
POL-04266,CUST-92681,37,Ontario,Whole Life,Monthly,0,98.59,50000,13,0,0
POL-04267,CUST-46708,37,Manitoba,Universal Life,Monthly,0,115.61,50000,14,0,0
POL-04268,CUST-34445,62,Quebec,Term Life,Monthly,1,172.02,50000,6,2,0
POL-04269,CUST-59823,57,Quebec,Term Life,Monthly,0,135.85,50000,8,1,1
POL-04270,CUST-42971,62,Quebec,Term Life,Annual,1,185.37,50000,2,1,0
POL-04271,CUST-37061,27,Saskatchewan,Whole Life,Annual,0,102.84,50000,3,0,0
POL-04272,CUST-92887,47,Manitoba,Term Life,Annual,0,162.93,50000,6,0,0
POL-04273,CUST-75748,37,Quebec,Whole Life,Monthly,0,115.24,50000,13,1,0
POL-04274,CUST-25161,42,Saskatchewan,Term Life,Monthly,0,108.21,50000,7,2,0
POL-04275,CUST-63285,27,British Columbia,Term Life,Annual,0,85.45,50000,9,1,0
POL-04276,CUST-86109,37,Alberta,Term Life,Monthly,0,119.5,50000,13,0,0
POL-04277,CUST-53897,62,Manitoba,Term Life,Monthly,0,140.45,50000,8,0,0
POL-04278,CUST-23630,27,Saskatchewan,Term Life,Monthly,0,106.76,50000,6,2,0
POL-04279,CUST-53741,42,British Columbia,Critical Illness,Monthly,0,123.88,50000,11,0,0
POL-04280,CUST-54589,67,Quebec,Term Life,Monthly,0,164.1,50000,5,0,0
POL-04281,CUST-28117,32,Alberta,Whole Life,Annual,0,82.38,50000,6,3,1
POL-04282,CUST-88658,37,Manitoba,Whole Life,Monthly,0,122.64,50000,14,1,0
POL-04283,CUST-13433,32,Ontario,Universal Life,Monthly,0,93.46,50000,7,1,0
POL-04284,CUST-24377,42,Alberta,Whole Life,Monthly,0,122.44,50000,4,1,0
POL-04285,CUST-19642,42,Saskatchewan,Term Life,Monthly,1,153.71,50000,13,1,0
POL-04286,CUST-13370,62,Alberta,Whole Life,Monthly,0,137.59,50000,10,0,0
POL-04287,CUST-35995,47,Saskatchewan,Term Life,Monthly,0,126.83,50000,12,0,0
POL-04288,CUST-31543,62,British Columbia,Universal Life,Annual,1,177.08,50000,5,0,0
POL-04289,CUST-83104,32,Saskatchewan,Term Life,Monthly,1,129.78,50000,12,1,1
POL-04290,CUST-33591,67,Ontario,Universal Life,Monthly,0,170.79,50000,15,0,0
POL-04291,CUST-32044,42,Alberta,Whole Life,Monthly,0,129.03,50000,3,0,0
POL-04292,CUST-46637,27,Alberta,Universal Life,Monthly,0,93.38,50000,3,2,0
POL-04293,CUST-18024,62,Alberta,Term Life,Monthly,1,180.99,50000,9,0,0
POL-04294,CUST-76940,57,Ontario,Universal Life,Monthly,0,139.83,50000,11,1,0
POL-04295,CUST-83309,32,Quebec,Universal Life,Monthly,0,94.62,50000,1,1,0
POL-04296,CUST-14314,62,Manitoba,Whole Life,Monthly,1,165.96,50000,9,0,0
POL-04297,CUST-67240,32,Manitoba,Term Life,Monthly,0,103.48,50000,2,0,0
POL-04298,CUST-61468,62,Ontario,Term Life,Monthly,0,136.61,50000,15,1,1
POL-04299,CUST-97835,42,Ontario,Term Life,Monthly,0,121.51,50000,11,1,1
POL-04300,CUST-75273,47,Quebec,Universal Life,Monthly,0,112.09,50000,15,1,1
POL-04301,CUST-91505,42,Manitoba,Whole Life,Monthly,0,106.12,50000,4,0,0
POL-04302,CUST-82645,67,Quebec,Universal Life,Monthly,0,173.62,50000,12,1,0
POL-04303,CUST-64957,37,Saskatchewan,Universal Life,Annual,0,111.89,50000,6,0,0
POL-04304,CUST-96990,67,Manitoba,Universal Life,Monthly,0,142.98,50000,2,0,0
POL-04305,CUST-65183,27,Alberta,Universal Life,Annual,0,86.89,50000,8,1,1
POL-04306,CUST-84281,67,Alberta,Whole Life,Monthly,0,168.74,50000,8,0,0
POL-04307,CUST-50106,37,Ontario,Whole Life,Monthly,0,104.17,50000,8,0,0
POL-04308,CUST-19287,42,Manitoba,Term Life,Monthly,0,116.48,50000,13,1,0
POL-04309,CUST-69512,32,Saskatchewan,Universal Life,Monthly,0,105.53,50000,5,0,0
POL-04310,CUST-25819,52,Ontario,Critical Illness,Annual,0,139.14,50000,10,0,0
POL-04311,CUST-55732,52,Ontario,Whole Life,Annual,0,126.69,50000,3,0,0
POL-04312,CUST-74850,62,Quebec,Critical Illness,Annual,0,156.87,50000,14,0,0
POL-04313,CUST-88647,52,British Columbia,Critical Illness,Monthly,0,135.15,50000,7,0,0
POL-04314,CUST-29056,42,Quebec,Whole Life,Annual,0,141.29,50000,12,0,0
POL-04315,CUST-90682,52,Alberta,Universal Life,Monthly,1,172.36,50000,5,0,0
POL-04316,CUST-32230,57,Ontario,Whole Life,Annual,0,149.22,50000,5,0,0
POL-04317,CUST-80687,42,Saskatchewan,Term Life,Monthly,0,123.72,50000,15,0,0
POL-04318,CUST-86424,37,Quebec,Term Life,Annual,0,107.73,50000,3,0,0
POL-04319,CUST-69060,42,Saskatchewan,Whole Life,Monthly,1,146.96,50000,9,0,0
POL-04320,CUST-51544,37,Manitoba,Universal Life,Monthly,0,117.12,50000,5,1,0
POL-04321,CUST-62785,37,Quebec,Term Life,Annual,0,117.22,50000,6,0,0
POL-04322,CUST-45716,62,Ontario,Universal Life,Monthly,0,181.59,50000,11,0,0
POL-04323,CUST-19650,37,Ontario,Universal Life,Annual,0,120.51,50000,12,0,0
POL-04324,CUST-52238,62,Alberta,Universal Life,Monthly,0,165.71,50000,8,1,0
POL-04325,CUST-11886,27,British Columbia,Term Life,Monthly,0,102.21,50000,10,0,1
POL-04326,CUST-33101,57,Ontario,Whole Life,Monthly,0,139.32,50000,1,0,0
POL-04327,CUST-99189,42,Alberta,Term Life,Monthly,0,105.5,50000,4,0,0
POL-04328,CUST-17877,62,Quebec,Term Life,Annual,0,144.56,50000,12,1,0
POL-04329,CUST-15069,32,Saskatchewan,Term Life,Monthly,0,110.86,50000,10,1,0
POL-04330,CUST-97946,47,Saskatchewan,Term Life,Monthly,0,146.66,50000,1,1,1
POL-04331,CUST-75263,57,Alberta,Term Life,Monthly,1,191.41,50000,14,0,0
POL-04332,CUST-36274,42,Saskatchewan,Whole Life,Monthly,0,118.6,50000,7,0,0
POL-04333,CUST-20099,42,Alberta,Whole Life,Annual,0,140.72,50000,5,1,1
POL-04334,CUST-56084,57,Manitoba,Term Life,Annual,0,142.28,50000,7,0,0
POL-04335,CUST-94926,27,Saskatchewan,Critical Illness,Monthly,0,79.82,50000,6,0,0
POL-04336,CUST-15279,57,Alberta,Whole Life,Monthly,0,150.64,50000,8,1,1
POL-04337,CUST-99819,57,Alberta,Critical Illness,Monthly,1,198.1,50000,3,0,0
POL-04338,CUST-23427,42,Alberta,Whole Life,Monthly,0,110.47,50000,3,1,0
POL-04339,CUST-97649,57,Ontario,Term Life,Annual,1,162.14,50000,15,1,0
POL-04340,CUST-19193,62,Quebec,Critical Illness,Monthly,0,157.05,50000,12,0,1
POL-04341,CUST-33732,27,Alberta,Critical Illness,Monthly,1,137.86,50000,6,0,0
POL-04342,CUST-14601,32,Alberta,Whole Life,Monthly,0,67.03,50000,13,0,0
POL-04343,CUST-49986,57,Ontario,Whole Life,Monthly,0,159.33,50000,12,0,1
POL-04344,CUST-68587,37,British Columbia,Whole Life,Annual,0,95.2,50000,11,0,0
POL-04345,CUST-22417,27,Quebec,Whole Life,Monthly,0,102.3,50000,11,0,0
POL-04346,CUST-11522,62,Saskatchewan,Universal Life,Monthly,0,132.64,50000,15,0,0
POL-04347,CUST-21942,32,Quebec,Whole Life,Monthly,0,84.9,50000,13,1,0
POL-04348,CUST-51117,47,Saskatchewan,Term Life,Monthly,0,137.02,50000,4,2,0
POL-04349,CUST-56221,57,Ontario,Term Life,Monthly,0,162.19,50000,11,0,0
POL-04350,CUST-69847,32,Quebec,Term Life,Annual,1,137.49,50000,3,2,0
POL-04351,CUST-95080,67,British Columbia,Term Life,Monthly,0,194.34,50000,8,0,0
POL-04352,CUST-42678,57,Alberta,Term Life,Monthly,0,135.33,50000,2,1,0
POL-04353,CUST-62792,67,Ontario,Critical Illness,Monthly,0,153.18,50000,3,0,0
POL-04354,CUST-23516,62,Alberta,Term Life,Annual,0,152.97,50000,11,0,0
POL-04355,CUST-40757,37,Saskatchewan,Term Life,Monthly,1,142.4,50000,6,1,0
POL-04356,CUST-30104,27,Quebec,Term Life,Monthly,1,132.0,50000,3,0,0
POL-04357,CUST-26969,37,Saskatchewan,Whole Life,Annual,0,102.69,50000,15,1,0
POL-04358,CUST-23825,57,British Columbia,Whole Life,Monthly,0,154.41,50000,15,0,0
POL-04359,CUST-13976,47,Manitoba,Whole Life,Annual,1,171.12,50000,4,0,0
POL-04360,CUST-36584,47,Quebec,Critical Illness,Annual,0,148.96,50000,9,0,0
POL-04361,CUST-14818,42,British Columbia,Critical Illness,Annual,1,149.71,50000,5,1,0
POL-04362,CUST-42062,57,Ontario,Universal Life,Monthly,0,151.64,50000,13,0,0
POL-04363,CUST-15550,27,Ontario,Universal Life,Monthly,0,100.87,50000,11,0,0
POL-04364,CUST-45698,37,Saskatchewan,Term Life,Annual,0,111.51,50000,7,0,0
POL-04365,CUST-82926,47,Quebec,Whole Life,Monthly,0,127.06,50000,14,0,0
POL-04366,CUST-30077,27,Alberta,Term Life,Monthly,1,103.83,50000,12,0,0
POL-04367,CUST-17460,47,Manitoba,Universal Life,Monthly,0,130.6,50000,3,0,0
POL-04368,CUST-31077,52,Ontario,Term Life,Monthly,0,145.75,50000,7,0,0
POL-04369,CUST-48368,32,Alberta,Term Life,Monthly,0,101.91,50000,13,0,0
POL-04370,CUST-67544,42,Manitoba,Term Life,Annual,0,111.21,50000,9,0,0
POL-04371,CUST-66324,52,British Columbia,Whole Life,Monthly,1,153.45,50000,2,0,0
POL-04372,CUST-12074,57,Alberta,Universal Life,Monthly,0,153.04,50000,12,0,0
POL-04373,CUST-93446,67,Ontario,Term Life,Annual,0,166.0,50000,8,0,0
POL-04374,CUST-49730,42,Alberta,Whole Life,Monthly,0,137.28,50000,4,1,0
POL-04375,CUST-38412,57,Ontario,Term Life,Monthly,1,165.21,50000,13,1,1
POL-04376,CUST-93625,47,British Columbia,Universal Life,Monthly,0,123.96,50000,14,2,0
POL-04377,CUST-26661,37,Quebec,Term Life,Monthly,0,95.74,50000,9,0,0
POL-04378,CUST-78528,52,British Columbia,Term Life,Monthly,0,150.9,50000,11,1,1
POL-04379,CUST-98620,27,Saskatchewan,Whole Life,Monthly,0,108.47,50000,4,0,0
POL-04380,CUST-39961,32,Alberta,Whole Life,Monthly,0,125.67,50000,12,0,0
POL-04381,CUST-48964,57,Ontario,Universal Life,Monthly,0,153.86,50000,14,0,0
POL-04382,CUST-59364,57,British Columbia,Whole Life,Monthly,0,157.07,50000,4,0,0
POL-04383,CUST-84648,47,British Columbia,Critical Illness,Monthly,1,169.83,50000,15,0,0
POL-04384,CUST-98373,62,Manitoba,Term Life,Monthly,0,163.48,50000,2,0,1
POL-04385,CUST-60721,37,Saskatchewan,Term Life,Monthly,0,112.19,50000,7,1,0
POL-04386,CUST-74468,32,Saskatchewan,Critical Illness,Monthly,1,145.03,50000,2,0,0
POL-04387,CUST-87169,47,British Columbia,Term Life,Annual,0,155.28,50000,7,0,0
POL-04388,CUST-63066,32,Alberta,Universal Life,Monthly,0,105.22,50000,10,0,0
POL-04389,CUST-80665,57,Quebec,Term Life,Annual,1,182.89,50000,14,0,0
POL-04390,CUST-60331,52,Ontario,Whole Life,Monthly,0,140.98,50000,3,1,0
POL-04391,CUST-59383,37,British Columbia,Term Life,Monthly,0,109.81,50000,14,1,0
POL-04392,CUST-90481,37,Quebec,Whole Life,Monthly,0,114.56,50000,15,0,0
POL-04393,CUST-43195,52,Ontario,Universal Life,Monthly,0,136.4,50000,1,0,0
POL-04394,CUST-27530,27,Ontario,Term Life,Monthly,1,142.33,50000,15,0,0
POL-04395,CUST-75146,37,Manitoba,Term Life,Annual,0,124.13,50000,14,0,0
POL-04396,CUST-62080,32,Manitoba,Term Life,Annual,0,128.59,50000,1,0,0
POL-04397,CUST-60482,47,British Columbia,Term Life,Annual,1,164.32,50000,1,0,0
POL-04398,CUST-41514,27,Quebec,Term Life,Annual,1,132.06,50000,11,0,0
POL-04399,CUST-74369,27,Alberta,Critical Illness,Monthly,0,96.56,50000,7,1,0
POL-04400,CUST-52135,37,Quebec,Term Life,Monthly,0,114.0,50000,4,0,0
POL-04401,CUST-69023,27,Quebec,Whole Life,Monthly,0,107.16,50000,7,1,0
POL-04402,CUST-13592,57,Quebec,Whole Life,Monthly,0,128.1,50000,6,0,0
POL-04403,CUST-93846,27,Alberta,Term Life,Annual,1,134.13,50000,15,0,0
POL-04404,CUST-81388,62,British Columbia,Term Life,Monthly,0,180.55,50000,4,0,0
POL-04405,CUST-54746,57,Manitoba,Universal Life,Monthly,0,163.96,50000,2,1,0
POL-04406,CUST-26585,32,Ontario,Whole Life,Monthly,0,117.58,50000,13,0,1
POL-04407,CUST-98500,42,Saskatchewan,Universal Life,Annual,0,130.7,50000,13,0,0
POL-04408,CUST-60642,62,Manitoba,Whole Life,Monthly,0,149.45,50000,14,0,0
POL-04409,CUST-51646,62,Saskatchewan,Whole Life,Annual,0,147.6,50000,15,0,0
POL-04410,CUST-93098,57,Alberta,Critical Illness,Monthly,0,138.7,50000,1,0,0
POL-04411,CUST-91594,42,Manitoba,Critical Illness,Monthly,0,106.94,50000,12,0,0
